,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.0007865428924560547, 0.0004698336124420166)","(0.005425865064881632, 0.005525739211597138)"
1,0,1,"(0.9589759111404419, 0.9644570052623749)","(0.942712735015864, 0.9035232875425667)"
2,0,2,"(0.0319594144821167, 0.009236246347427368)","(0.07380803131181893, 0.045717280674587295)"
3,0,3,"(0.8324849307537079, 0.0004277229309082031)","(0.8170027351413066, 0.009639240663278667)"
4,0,4,"(0.0008164346218109131, 0.0006372034549713135)","(0.007036902897380153, 0.007204775910371205)"
5,0,5,"(0.9288257956504822, 0.9477061331272125)","(0.3571489857262066, 0.4014309049413805)"
6,0,6,"(0.001027435064315796, 0.0010305941104888916)","(0.008740602886151085, 0.00530993802963697)"
7,0,7,"(0.0009909868240356445, 0.0007176697254180908)","(0.005442608890580902, 0.005468890746013484)"
8,0,8,"(0.015821456909179688, 0.09577706456184387)","(0.2921773307309987, 0.8941560723515116)"
9,0,9,"(0.04936632513999939, 0.0015768110752105713)","(0.1711375257990299, 0.011527888757791892)"
10,1,0,"(0.03268119692802429, 0.10423412919044495)","(0.8876921162576196, 0.09320264437163867)"
11,1,1,"(0.0006622374057769775, 0.001095205545425415)","(0.16369181224812937, 0.00523642921800392)"
12,1,2,"(0.0011378824710845947, 0.0006168484687805176)","(0.006416999370434231, 0.005520540313730544)"
13,1,3,"(0.0005514621734619141, 0.0004970729351043701)","(0.0053011078149753695, 0.005070884630660748)"
14,1,4,"(0.0005943775177001953, 0.0005501508712768555)","(0.005121157990947984, 0.0051039401654548585)"
15,1,5,"(0.001592189073562622, 0.000501781702041626)","(0.011010885836783424, 0.005504236668554674)"
16,1,6,"(0.001305907964706421, 0.0005637705326080322)","(0.07755295525656489, 0.0051596623381837195)"
17,1,7,"(0.001766979694366455, 0.0005834996700286865)","(0.038734962112807504, 0.012481492211185264)"
18,1,8,"(0.781908392906189, 0.0005846321582794189)","(0.12433170194786602, 0.005845478049729306)"
19,1,9,"(0.0006880760192871094, 0.0006051361560821533)","(0.004843175288364367, 0.005154872103245912)"
20,2,0,"(0.8308819234371185, 0.14450442790985107)","(0.18668197779190515, 0.05263551191047623)"
21,2,1,"(0.8040117025375366, 0.0007510185241699219)","(0.39363783698215926, 0.024451054718747707)"
22,2,2,"(0.0009812414646148682, 0.0006684660911560059)","(0.005514349895717407, 0.005469710355838792)"
23,2,3,"(0.0015050172805786133, 0.0008035004138946533)","(0.0049345165613303614, 0.005211562710922822)"
24,2,4,"(0.9779248535633087, 0.0017613470554351807)","(0.9387626550957587, 0.02348986589747737)"
25,2,5,"(0.0005598366260528564, 0.0009352266788482666)","(0.005270783170797472, 0.005327207766936665)"
26,2,6,"(0.08227640390396118, 0.0012916326522827148)","(0.6105365605016247, 0.08507513942109059)"
27,2,7,"(0.03372308611869812, 0.002541959285736084)","(0.9583531219533113, 0.15473374153845315)"
28,2,8,"(0.0015698671340942383, 0.01765996217727661)","(0.04612701874889168, 0.08259210652724426)"
29,2,9,"(0.004476338624954224, 0.0024869143962860107)","(0.06574687978263367, 0.016099716772191422)"
30,3,0,"(0.04871326684951782, 0.058101773262023926)","(0.9234126836641473, 0.16154359767103166)"
31,3,1,"(0.1733083724975586, 0.0006443262100219727)","(0.9581804577934806, 0.005245547864955027)"
32,3,2,"(0.9691343903541565, 0.9305935502052307)","(0.9303736677610934, 0.9095285522302665)"
33,3,3,"(0.9161872267723083, 0.0008126497268676758)","(0.8605656469897397, 0.005227512309072112)"
34,3,4,"(0.9704677164554596, 0.0007367730140686035)","(0.8036980150920754, 0.005372257341078884)"
35,3,5,"(0.0013552308082580566, 0.0015362203121185303)","(0.005488571708551951, 0.00551887821737723)"
36,3,6,"(0.002101600170135498, 0.00048357248306274414)","(0.005349290856189449, 0.00523908015221081)"
37,3,7,"(0.0018482208251953125, 0.0006344616413116455)","(0.20633717626038794, 0.005141232729489675)"
38,3,8,"(0.000989675521850586, 0.00047519803047180176)","(0.0075536513906255005, 0.005399274135561337)"
39,3,9,"(0.828782707452774, 0.017195522785186768)","(0.8198548692192618, 0.12865042130355397)"
40,4,0,"(0.018812179565429688, 0.008780062198638916)","(0.9094693062207444, 0.5111294228815434)"
41,4,1,"(0.0006935000419616699, 0.0015594959259033203)","(0.00558575180544631, 0.006529671841855608)"
42,4,2,"(0.001193225383758545, 0.0004481971263885498)","(0.0053649751750112305, 0.005249281413400535)"
43,4,3,"(0.24477913975715637, 0.003712177276611328)","(0.17836237572319036, 0.029865458020224292)"
44,4,4,"(0.970908135175705, 0.9538885354995728)","(0.9800625621853176, 0.9159373255853381)"
45,4,5,"(0.025185972452163696, 0.0007044970989227295)","(0.06730149363201623, 0.008000730856114118)"
