,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.9799623489379883, 0.00044846534729003906)","(0.9771944472302735, 0.005091756013447147)"
1,0,1,"(0.9757742583751678, 0.00039333105087280273)","(0.9689203766623797, 0.005638549577368733)"
2,0,2,"(0.9804105460643768, 0.9813140034675598)","(0.9751369215367409, 0.9738685772457277)"
3,0,3,"(0.9761269688606262, 0.9248480200767517)","(0.9762488899319259, 0.9129736484726156)"
4,0,4,"(0.9788692891597748, 0.0009690821170806885)","(0.9801697500763512, 0.005339020362291936)"
5,0,5,"(0.9813947677612305, 0.0006453394889831543)","(0.977806010705759, 0.005260433051249316)"
6,0,6,"(0.9730015695095062, 0.10568302869796753)","(0.9498200792923884, 0.2159815365994896)"
7,0,7,"(0.9762255847454071, 0.2345912754535675)","(0.954011254988361, 0.9590104771634311)"
8,0,8,"(0.9773635268211365, 0.0006176233291625977)","(0.9660097281343688, 0.004995544016126809)"
9,0,9,"(0.9729431569576263, 0.04018104076385498)","(0.9698809195351418, 0.8944725005843993)"
10,1,0,"(0.976984828710556, 0.04051917791366577)","(0.971216739607167, 0.23743312685165724)"
11,1,1,"(0.9343855082988739, 0.0006909370422363281)","(0.9547940308728902, 0.0048503487212930635)"
12,1,2,"(0.978695273399353, 0.0007221996784210205)","(0.9531743603477216, 0.005091002409224527)"
13,1,3,"(0.9783373177051544, 0.9788948595523834)","(0.9701658806441346, 0.9793670234473335)"
14,1,4,"(0.9828468859195709, 0.8294088244438171)","(0.9706700788908625, 0.9241274446641426)"
15,1,5,"(0.9693329930305481, 0.9693784713745117)","(0.9231087285617249, 0.9000523266588875)"
16,1,6,"(0.9763651192188263, 0.0024547576904296875)","(0.963804646283207, 0.747669754573844)"
17,1,7,"(0.9768166244029999, 0.0005843937397003174)","(0.9763142835884093, 0.006297766316961034)"
18,1,8,"(0.9776909351348877, 0.0006343424320220947)","(0.9718030320208488, 0.01002850486766437)"
19,1,9,"(0.9725198447704315, 0.0008935928344726562)","(0.9623543183205031, 0.005599804371673643)"
20,2,0,"(0.9835155010223389, 0.00047656893730163574)","(0.9782103334136574, 0.006525957886934476)"
21,2,1,"(0.9827400147914886, 0.018589764833450317)","(0.9749424121628135, 0.0729977408174735)"
22,2,2,"(0.9606040120124817, 0.0032398998737335205)","(0.9235927204507743, 0.04124804171681052)"
23,2,3,"(0.9766372740268707, 0.0021246671676635742)","(0.9745004055333186, 0.005534112189443178)"
24,2,4,"(0.9739958643913269, 0.004435241222381592)","(0.9311995451995123, 0.051141871473286395)"
25,2,5,"(0.9828834533691406, 0.0016595423221588135)","(0.9792004441713394, 0.009844584039276075)"
26,2,6,"(0.9352596700191498, 0.002174168825149536)","(0.9637654597552475, 0.9046058780554659)"
