,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.003201723098754883, 0.00048661231994628906)","(0.05428903294956003, 0.006627376922393115)"
1,0,1,"(0.0006805956363677979, 0.000473707914352417)","(0.006041603386316164, 0.005208031248393696)"
2,0,2,"(0.0007699728012084961, 0.0004296302795410156)","(0.005530977074370312, 0.005206996232465141)"
3,0,3,"(0.0036292076110839844, 0.00045871734619140625)","(0.3885036416350714, 0.005142684094766015)"
4,0,4,"(0.0007435977458953857, 0.00048214197158813477)","(0.005799677365367293, 0.0054476702116737314)"
5,0,5,"(0.23303067684173584, 0.0005098879337310791)","(0.6810882309160581, 0.006570956772356814)"
6,0,6,"(0.15882426500320435, 0.0006380975246429443)","(0.9280751141299642, 0.0062353263514747966)"
7,0,7,"(0.0038605928421020508, 0.00042742490768432617)","(0.006243353481767079, 0.006072644925697884)"
8,0,8,"(0.0005390048027038574, 0.0004756152629852295)","(0.03248797862682191, 0.007523758216402059)"
9,0,9,"(0.9736892282962799, 0.008461147546768188)","(0.9787739372003946, 0.015466297201267503)"
10,1,0,"(0.0009692609310150146, 0.0004904866218566895)","(0.012157594027314353, 0.005771631742675178)"
11,1,1,"(0.9797846078872681, 0.000562518835067749)","(0.979117612227196, 0.005362082860213095)"
12,1,2,"(0.9706115126609802, 0.0004876852035522461)","(0.9239820467783568, 0.005992360641971662)"
13,1,3,"(0.972978413105011, 0.0004697144031524658)","(0.9581172437992981, 0.005210556656453938)"
14,1,4,"(0.000903397798538208, 0.0005352199077606201)","(0.03014568990239761, 0.005665699691278155)"
15,1,5,"(0.0006444454193115234, 0.0006254911422729492)","(0.005212690116957399, 0.005442614052809917)"
16,1,6,"(0.008869558572769165, 0.0005422234535217285)","(0.873763679074673, 0.005723222599446488)"
17,1,7,"(0.002267986536026001, 0.0013851821422576904)","(0.01343002996519131, 0.006315184507564121)"
18,1,8,"(0.00152549147605896, 0.0004622936248779297)","(0.10914151608592948, 0.005202690392651047)"
19,1,9,"(0.9814841747283936, 0.18384769558906555)","(0.9720636893883025, 0.11407079281786622)"
20,2,0,"(0.05127841234207153, 0.0016350746154785156)","(0.4053822194531512, 0.007306954966691862)"
21,2,1,"(0.9744426906108856, 0.0007440745830535889)","(0.9745226072547617, 0.03635194405994934)"
22,2,2,"(0.039837777614593506, 0.0004615187644958496)","(0.8934517282390956, 0.006128174990430226)"
23,2,3,"(0.0038618743419647217, 0.0004324615001678467)","(0.21125822616123874, 0.004962986842709779)"
24,2,4,"(0.001366257667541504, 0.00276947021484375)","(0.9794536133969002, 0.008777681569685858)"
25,2,5,"(0.9804355204105377, 0.000522911548614502)","(0.9779857498696434, 0.006045481742442957)"
