,Unnamed: 0,conversation id,turn,score distilbert,score roberta,distilbert_input_score,distilbert_output_score,roberta_input_score,roberta_output_score,distilbert_input_label,distilbert_output_label,roberta_input_label,roberta_output_label
68,68,6,8,"(0.0007274746894836426, 0.0015802979469299316)","(0.004968087572493137, 0.005097725965337007)",0.0007274746894836426,0.0015802979469299316,0.004968087572493137,0.005097725965337007,0,0,0,0
69,69,6,9,"(0.03247585892677307, 0.11824896931648254)","(0.8630447514034882, 0.8801095822247589)",0.03247585892677307,0.11824896931648254,0.8630447514034882,0.8801095822247589,0,0,1,1
70,70,7,0,"(0.7665117383003235, 0.0013669729232788086)","(0.9512965041959469, 0.0189851756930645)",0.7665117383003235,0.0013669729232788086,0.9512965041959469,0.0189851756930645,1,0,1,0
71,71,7,1,"(0.17143362760543823, 0.0011482536792755127)","(0.9466320088410453, 0.03772471707553309)",0.17143362760543823,0.0011482536792755127,0.9466320088410453,0.03772471707553309,0,0,1,0
72,72,7,2,"(0.00567781925201416, 0.00046876072883605957)","(0.12542709351435696, 0.012765453938896497)",0.00567781925201416,0.00046876072883605957,0.12542709351435696,0.012765453938896497,0,0,0,0
73,73,7,3,"(0.0008545815944671631, 0.000552445650100708)","(0.005948559032466765, 0.007961618344081028)",0.0008545815944671631,0.000552445650100708,0.005948559032466765,0.007961618344081028,0,0,0,0
74,74,7,4,"(0.9605172872543335, 0.951300859451294)","(0.9578553505118788, 0.07623528705263995)",0.9605172872543335,0.951300859451294,0.9578553505118788,0.07623528705263995,1,1,1,0
75,75,7,5,"(0.0004906654357910156, 0.0004826784133911133)","(0.005768398402780809, 0.005253062455546834)",0.0004906654357910156,0.0004826784133911133,0.005768398402780809,0.005253062455546834,0,0,0,0
76,76,7,6,"(0.0009389221668243408, 0.00040647387504577637)","(0.005335620626289775, 0.005559032745216798)",0.0009389221668243408,0.00040647387504577637,0.005335620626289775,0.005559032745216798,0,0,0,0
77,77,7,7,"(0.14063122868537903, 0.13544753193855286)","(0.9101234435203115, 0.3877541098073221)",0.14063122868537903,0.13544753193855286,0.9101234435203115,0.3877541098073221,0,0,1,0
78,78,7,8,"(0.07763433456420898, 0.026137501001358032)","(0.8656905756215812, 0.0980910082015037)",0.07763433456420898,0.026137501001358032,0.8656905756215812,0.0980910082015037,0,0,1,0
79,79,7,9,"(0.9531153440475464, 0.017225921154022217)","(0.8545373489213225, 0.09200244231953672)",0.9531153440475464,0.017225921154022217,0.8545373489213225,0.09200244231953672,1,0,1,0
80,80,8,0,"(0.016604363918304443, 0.0036059916019439697)","(0.1561510104497154, 0.018822938028222214)",0.016604363918304443,0.0036059916019439697,0.1561510104497154,0.018822938028222214,0,0,0,0
81,81,8,1,"(0.0006400346755981445, 0.0005570352077484131)","(0.020282415522361198, 0.005353059763698604)",0.0006400346755981445,0.0005570352077484131,0.020282415522361198,0.005353059763698604,0,0,0,0
82,82,8,2,"(0.9775455892086029, 0.001026242971420288)","(0.9795018305071422, 0.005236709900430557)",0.9775455892086029,0.001026242971420288,0.9795018305071422,0.005236709900430557,1,0,1,0
83,83,8,3,"(0.08498737215995789, 0.0007812082767486572)","(0.11456464180931031, 0.005397103118486192)",0.08498737215995789,0.0007812082767486572,0.11456464180931031,0.005397103118486192,0,0,0,0
84,84,8,4,"(0.0010163486003875732, 0.0008664131164550781)","(0.009107137099767279, 0.005564650283591297)",0.0010163486003875732,0.0008664131164550781,0.009107137099767279,0.005564650283591297,0,0,0,0
85,85,8,5,"(0.006352096796035767, 0.0011526048183441162)","(0.8878299981096354, 0.00769760646180538)",0.006352096796035767,0.0011526048183441162,0.8878299981096354,0.00769760646180538,0,0,1,0
86,86,8,6,"(0.7526360154151917, 0.00040271878242492676)","(0.7086653919069988, 0.005793291112289446)",0.7526360154151917,0.00040271878242492676,0.7086653919069988,0.005793291112289446,1,0,1,0
87,87,8,7,"(0.0008914172649383545, 0.00039511919021606445)","(0.006408795967351143, 0.005843652212761821)",0.0008914172649383545,0.00039511919021606445,0.006408795967351143,0.005843652212761821,0,0,0,0
88,88,8,8,"(0.0009374916553497314, 0.0004194974899291992)","(0.019984423549265794, 0.005266092638844152)",0.0009374916553497314,0.0004194974899291992,0.019984423549265794,0.005266092638844152,0,0,0,0
89,89,8,9,"(0.045340001583099365, 0.0004043877124786377)","(0.024982416309551562, 0.006182466201751971)",0.045340001583099365,0.0004043877124786377,0.024982416309551562,0.006182466201751971,0,0,0,0
90,90,9,0,"(0.9510076642036438, 0.9730106294155121)","(0.946443917273794, 0.9574966343395304)",0.9510076642036438,0.9730106294155121,0.946443917273794,0.9574966343395304,1,1,1,1
91,91,9,1,"(0.9334211945533752, 0.005743563175201416)","(0.9476574268079974, 0.5706349250632585)",0.9334211945533752,0.005743563175201416,0.9476574268079974,0.5706349250632585,1,0,1,1
92,92,9,2,"(0.029471009969711304, 0.0011091530323028564)","(0.8575891082039395, 0.005042654934371458)",0.029471009969711304,0.0011091530323028564,0.8575891082039395,0.005042654934371458,0,0,1,0
93,93,9,3,"(0.0005717873573303223, 0.00043889880180358887)","(0.006886421589320941, 0.005258225282492335)",0.0005717873573303223,0.00043889880180358887,0.006886421589320941,0.005258225282492335,0,0,0,0
94,94,9,4,"(0.055482685565948486, 0.004284650087356567)","(0.070710206992881, 0.007576972342637809)",0.055482685565948486,0.004284650087356567,0.070710206992881,0.007576972342637809,0,0,0,0
95,95,9,5,"(0.010639101266860962, 0.0004979074001312256)","(0.058288610795556514, 0.0062413597852841035)",0.010639101266860962,0.0004979074001312256,0.058288610795556514,0.0062413597852841035,0,0,0,0
96,96,9,6,"(0.0005266964435577393, 0.0004507303237915039)","(0.007387158302380574, 0.005177467477772284)",0.0005266964435577393,0.0004507303237915039,0.007387158302380574,0.005177467477772284,0,0,0,0
97,97,9,7,"(0.00177040696144104, 0.0004037916660308838)","(0.10213614433521713, 0.005093555933995779)",0.00177040696144104,0.0004037916660308838,0.10213614433521713,0.005093555933995779,0,0,0,0
98,98,9,8,"(0.9667995870113373, 0.8348663151264191)","(0.9331473786725544, 0.9318777893195296)",0.9667995870113373,0.8348663151264191,0.9331473786725544,0.9318777893195296,1,1,1,1
99,99,9,9,"(0.0005563199520111084, 0.0006357133388519287)","(0.004874880952847511, 0.0048341516552581785)",0.0005563199520111084,0.0006357133388519287,0.004874880952847511,0.0048341516552581785,0,0,0,0
100,100,10,0,"(0.9336037337779999, 0.006576746702194214)","(0.9491106331851986, 0.15700637273400722)",0.9336037337779999,0.006576746702194214,0.9491106331851986,0.15700637273400722,1,0,1,0
101,101,10,1,"(0.9769517779350281, 0.9369075894355774)","(0.9423405078521424, 0.9503838334527883)",0.9769517779350281,0.9369075894355774,0.9423405078521424,0.9503838334527883,1,1,1,1
102,102,10,2,"(0.9572347402572632, 0.0004328787326812744)","(0.21692260074412573, 0.0051155829884982785)",0.9572347402572632,0.0004328787326812744,0.21692260074412573,0.0051155829884982785,1,0,0,0
103,103,10,3,"(0.9787585437297821, 0.0004648268222808838)","(0.9741858516004177, 0.005701483081898835)",0.9787585437297821,0.0004648268222808838,0.9741858516004177,0.005701483081898835,1,0,1,0
104,104,10,4,"(0.00045949220657348633, 0.0005465149879455566)","(0.005073570126869091, 0.0057022751678960605)",0.00045949220657348633,0.0005465149879455566,0.005073570126869091,0.0057022751678960605,0,0,0,0
105,105,10,5,"(0.0475044846534729, 0.0023423433303833008)","(0.9109855192070172, 0.1338451254055366)",0.0475044846534729,0.0023423433303833008,0.9109855192070172,0.1338451254055366,0,0,1,0
106,106,10,6,"(0.0008587241172790527, 0.0004889369010925293)","(0.0055364430260954915, 0.005661752184162926)",0.0008587241172790527,0.0004889369010925293,0.0055364430260954915,0.005661752184162926,0,0,0,0
107,107,10,7,"(0.9697558581829071, 0.12990576028823853)","(0.9524588416138728, 0.861658215141677)",0.9697558581829071,0.12990576028823853,0.9524588416138728,0.861658215141677,1,0,1,1
108,108,10,8,"(0.18551039695739746, 0.0005784034729003906)","(0.880910328170559, 0.005083067323608185)",0.18551039695739746,0.0005784034729003906,0.880910328170559,0.005083067323608185,0,0,1,0
109,109,10,9,"(0.0008023679256439209, 0.0017319917678833008)","(0.0067404356156878795, 0.007970081620944203)",0.0008023679256439209,0.0017319917678833008,0.0067404356156878795,0.007970081620944203,0,0,0,0
110,110,11,0,"(0.9665369093418121, 0.0014258921146392822)","(0.9625612264717003, 0.008622282819525559)",0.9665369093418121,0.0014258921146392822,0.9625612264717003,0.008622282819525559,1,0,1,0
111,111,11,1,"(0.980016440153122, 0.957885354757309)","(0.9668586636140355, 0.9489450041097981)",0.980016440153122,0.957885354757309,0.9668586636140355,0.9489450041097981,1,1,1,1
112,112,11,2,"(0.9806073904037476, 0.0005230903625488281)","(0.9391593490718654, 0.009062750849824915)",0.9806073904037476,0.0005230903625488281,0.9391593490718654,0.009062750849824915,1,0,1,0
113,113,11,3,"(0.9745679199695587, 0.004858851432800293)","(0.9291063218389799, 0.3084320923894256)",0.9745679199695587,0.004858851432800293,0.9291063218389799,0.3084320923894256,1,0,1,0
114,114,11,4,"(0.9791949093341827, 0.004444539546966553)","(0.9698675235990604, 0.021910800617158156)",0.9791949093341827,0.004444539546966553,0.9698675235990604,0.021910800617158156,1,0,1,0
115,115,11,5,"(0.0006505250930786133, 0.00037351250648498535)","(0.006250445990683961, 0.005045718131735848)",0.0006505250930786133,0.00037351250648498535,0.006250445990683961,0.005045718131735848,0,0,0,0
116,116,11,6,"(0.05034264922142029, 0.00042122602462768555)","(0.8354948591100861, 0.04043025560699659)",0.05034264922142029,0.00042122602462768555,0.8354948591100861,0.04043025560699659,0,0,1,0
117,117,11,7,"(0.029700398445129395, 0.0004464089870452881)","(0.9319914724975711, 0.005776816503078985)",0.029700398445129395,0.0004464089870452881,0.9319914724975711,0.005776816503078985,0,0,1,0
118,118,11,8,"(0.00042682886123657227, 0.0003924369812011719)","(0.006487971447353813, 0.010045628025827657)",0.00042682886123657227,0.0003924369812011719,0.006487971447353813,0.010045628025827657,0,0,0,0
119,119,11,9,"(0.0095444917678833, 0.0010893940925598145)","(0.17778791835491572, 0.14222289265410298)",0.0095444917678833,0.0010893940925598145,0.17778791835491572,0.14222289265410298,0,0,0,0
120,120,12,0,"(0.9757339954376221, 0.05716463923454285)","(0.9477851682153013, 0.1340171258088571)",0.9757339954376221,0.05716463923454285,0.9477851682153013,0.1340171258088571,1,0,1,0
121,121,12,1,"(0.01811039447784424, 0.02063414454460144)","(0.08107527492958227, 0.05822032088631077)",0.01811039447784424,0.02063414454460144,0.08107527492958227,0.05822032088631077,0,0,0,0
122,122,12,2,"(0.024815768003463745, 0.0005696415901184082)","(0.008067854629834384, 0.0058609525094169305)",0.024815768003463745,0.0005696415901184082,0.008067854629834384,0.0058609525094169305,0,0,0,0
123,123,12,3,"(0.9764261245727539, 0.015867918729782104)","(0.9681551134790394, 0.15622900060233658)",0.9764261245727539,0.015867918729782104,0.9681551134790394,0.15622900060233658,1,0,1,0
124,124,12,4,"(0.0023990869522094727, 0.002705216407775879)","(0.0502158414811153, 0.015001989063729277)",0.0023990869522094727,0.002705216407775879,0.0502158414811153,0.015001989063729277,0,0,0,0
125,125,12,5,"(0.19118592143058777, 0.00047907233238220215)","(0.9353570648074251, 0.004888508383681567)",0.19118592143058777,0.00047907233238220215,0.9353570648074251,0.004888508383681567,0,0,1,0
126,126,12,6,"(0.9151894152164459, 0.0006238818168640137)","(0.9515396405707967, 0.005426402893531331)",0.9151894152164459,0.0006238818168640137,0.9515396405707967,0.005426402893531331,1,0,1,0
127,127,12,7,"(0.0006522238254547119, 0.0004335939884185791)","(0.00490364169637682, 0.005066371084727302)",0.0006522238254547119,0.0004335939884185791,0.00490364169637682,0.005066371084727302,0,0,0,0
128,128,12,8,"(0.0006653666496276855, 0.0004056990146636963)","(0.0053879115309088295, 0.005854277161446042)",0.0006653666496276855,0.0004056990146636963,0.0053879115309088295,0.005854277161446042,0,0,0,0
129,129,12,9,"(0.016408920288085938, 0.0004887580871582031)","(0.00789053594919269, 0.005046172982866142)",0.016408920288085938,0.0004887580871582031,0.00789053594919269,0.005046172982866142,0,0,0,0
130,130,13,0,"(0.004774212837219238, 0.00046175718307495117)","(0.009038207764131256, 0.00526612261307055)",0.004774212837219238,0.00046175718307495117,0.009038207764131256,0.00526612261307055,0,0,0,0
131,131,13,1,"(0.0006564557552337646, 0.0004258155822753906)","(0.00872870830943864, 0.008336235607923043)",0.0006564557552337646,0.0004258155822753906,0.00872870830943864,0.008336235607923043,0,0,0,0
132,132,13,2,"(0.001856386661529541, 0.0003732144832611084)","(0.00857719751482909, 0.007485879203914384)",0.001856386661529541,0.0003732144832611084,0.00857719751482909,0.007485879203914384,0,0,0,0
133,133,13,3,"(0.001474618911743164, 0.00055733323097229)","(0.013221552573138558, 0.0058849254033261356)",0.001474618911743164,0.00055733323097229,0.013221552573138558,0.0058849254033261356,0,0,0,0
134,134,13,4,"(0.018002688884735107, 0.0007766187191009521)","(0.07795170758869713, 0.01893859785527534)",0.018002688884735107,0.0007766187191009521,0.07795170758869713,0.01893859785527534,0,0,0,0
135,135,13,5,"(0.008637011051177979, 0.0003975331783294678)","(0.3540200084900042, 0.006277084535546525)",0.008637011051177979,0.0003975331783294678,0.3540200084900042,0.006277084535546525,0,0,0,0
136,136,13,6,"(0.7748920321464539, 0.0004334747791290283)","(0.808756469733063, 0.008553638552195876)",0.7748920321464539,0.0004334747791290283,0.808756469733063,0.008553638552195876,1,0,1,0
137,137,13,7,"(0.0020656585693359375, 0.0005038082599639893)","(0.00713446498789548, 0.005124390177439578)",0.0020656585693359375,0.0005038082599639893,0.00713446498789548,0.005124390177439578,0,0,0,0
138,138,13,8,"(0.0006584227085113525, 0.0005151033401489258)","(0.005414038535363287, 0.0049962242985090895)",0.0006584227085113525,0.0005151033401489258,0.005414038535363287,0.0049962242985090895,0,0,0,0
139,139,13,9,"(0.0024713873863220215, 0.000497967004776001)","(0.018099594143570884, 0.01206800085338483)",0.0024713873863220215,0.000497967004776001,0.018099594143570884,0.01206800085338483,0,0,0,0
140,140,14,0,"(0.9743285179138184, 0.0007510781288146973)","(0.9738584973825313, 0.0053444750682750414)",0.9743285179138184,0.0007510781288146973,0.9738584973825313,0.0053444750682750414,1,0,1,0
