,Unnamed: 0,conversation id,turn,score distilbert,score roberta,distilbert_input_score,distilbert_output_score,roberta_input_score,roberta_output_score,distilbert_input_label,distilbert_output_label,roberta_input_label,roberta_output_label
33,33,3,3,"(0.8365382552146912, 0.0005382001399993896)","(0.07283885567646474, 0.00522859602419539)",0.8365382552146912,0.0005382001399993896,0.07283885567646474,0.00522859602419539,1,0,0,0
34,34,3,4,"(0.0228099524974823, 0.0029506683349609375)","(0.03610856327720937, 0.09896869446917601)",0.0228099524974823,0.0029506683349609375,0.03610856327720937,0.09896869446917601,0,0,0,0
35,35,3,5,"(0.005024164915084839, 0.0007798373699188232)","(0.06233577380828778, 0.013842835186200173)",0.005024164915084839,0.0007798373699188232,0.06233577380828778,0.013842835186200173,0,0,0,0
36,36,3,6,"(0.000697404146194458, 0.0004062950611114502)","(0.004992077667258286, 0.005441135273331344)",0.000697404146194458,0.0004062950611114502,0.004992077667258286,0.005441135273331344,0,0,0,0
37,37,3,7,"(0.006510019302368164, 0.001289963722229004)","(0.024724713029330783, 0.007113617681349801)",0.006510019302368164,0.001289963722229004,0.024724713029330783,0.007113617681349801,0,0,0,0
38,38,3,8,"(0.0034478604793548584, 0.0008498728275299072)","(0.016170637275615362, 0.009510264913573587)",0.0034478604793548584,0.0008498728275299072,0.016170637275615362,0.009510264913573587,0,0,0,0
39,39,3,9,"(0.01566329598426819, 0.0004271268844604492)","(0.08531112070210255, 0.005020725925146301)",0.01566329598426819,0.0004271268844604492,0.08531112070210255,0.005020725925146301,0,0,0,0
40,40,4,0,"(0.012703031301498413, 0.0006423592567443848)","(0.09419755375760142, 0.09033730696302146)",0.012703031301498413,0.0006423592567443848,0.09419755375760142,0.09033730696302146,0,0,0,0
41,41,4,1,"(0.9399089515209198, 0.0004934072494506836)","(0.03316877366903929, 0.0071027206915417725)",0.9399089515209198,0.0004934072494506836,0.03316877366903929,0.0071027206915417725,1,0,0,0
42,42,4,2,"(0.9534924924373627, 0.899038165807724)","(0.9564738554032649, 0.8950837577599761)",0.9534924924373627,0.899038165807724,0.9564738554032649,0.8950837577599761,1,1,1,1
43,43,4,3,"(0.028574436902999878, 0.011528372764587402)","(0.8729730321037752, 0.16240460235109969)",0.028574436902999878,0.011528372764587402,0.8729730321037752,0.16240460235109969,0,0,1,0
44,44,4,4,"(0.0005913674831390381, 0.0003968775272369385)","(0.005153429539495047, 0.005229997497440846)",0.0005913674831390381,0.0003968775272369385,0.005153429539495047,0.005229997497440846,0,0,0,0
45,45,4,5,"(0.9533269107341766, 0.7709885537624359)","(0.9610379119107697, 0.8812058507488741)",0.9533269107341766,0.7709885537624359,0.9610379119107697,0.8812058507488741,1,1,1,1
46,46,4,6,"(0.9712243676185608, 0.9592679440975189)","(0.9188452371035951, 0.9213883115008246)",0.9712243676185608,0.9592679440975189,0.9188452371035951,0.9213883115008246,1,1,1,1
47,47,4,7,"(0.003160804510116577, 0.9713041484355927)","(0.9808454515411748, 0.4116198310044118)",0.003160804510116577,0.9713041484355927,0.9808454515411748,0.4116198310044118,0,1,1,0
48,48,4,8,"(0.965225875377655, 0.0004209280014038086)","(0.9289808063945941, 0.0056848206166013136)",0.965225875377655,0.0004209280014038086,0.9289808063945941,0.0056848206166013136,1,0,1,0
49,49,4,9,"(0.0004399120807647705, 0.00037783384323120117)","(0.0052078830235348945, 0.005383418597718107)",0.0004399120807647705,0.00037783384323120117,0.0052078830235348945,0.005383418597718107,0,0,0,0
50,50,5,0,"(0.022237569093704224, 0.022701561450958252)","(0.3070577583835212, 0.11002683929232983)",0.022237569093704224,0.022701561450958252,0.3070577583835212,0.11002683929232983,0,0,0,0
51,51,5,1,"(0.9821968078613281, 0.9803356230258942)","(0.9736432216225752, 0.349565924767439)",0.9821968078613281,0.9803356230258942,0.9736432216225752,0.349565924767439,1,1,1,0
52,52,5,2,"(0.9800806641578674, 0.9790880084037781)","(0.9602357492003579, 0.9607141004889501)",0.9800806641578674,0.9790880084037781,0.9602357492003579,0.9607141004889501,1,1,1,1
53,53,5,3,"(0.9735487997531891, 0.00039255619049072266)","(0.8955661003805913, 0.00501837300973645)",0.9735487997531891,0.00039255619049072266,0.8955661003805913,0.00501837300973645,1,0,1,0
54,54,5,4,"(0.9495491087436676, 0.7669378817081451)","(0.941544436372158, 0.8761394878783434)",0.9495491087436676,0.7669378817081451,0.941544436372158,0.8761394878783434,1,1,1,1
55,55,5,5,"(0.977481871843338, 0.016252845525741577)","(0.9663419335199394, 0.00552744530056587)",0.977481871843338,0.016252845525741577,0.9663419335199394,0.00552744530056587,1,0,1,0
56,56,5,6,"(0.9735822677612305, 0.0010883212089538574)","(0.9726626344589642, 0.006662338837008317)",0.9735822677612305,0.0010883212089538574,0.9726626344589642,0.006662338837008317,1,0,1,0
57,57,5,7,"(0.050844788551330566, 0.04132223129272461)","(0.8672124778945436, 0.26827733364053397)",0.050844788551330566,0.04132223129272461,0.8672124778945436,0.26827733364053397,0,0,1,0
58,58,5,8,"(0.07490897178649902, 0.02268943190574646)","(0.9196779209718433, 0.22124370156275647)",0.07490897178649902,0.02268943190574646,0.9196779209718433,0.22124370156275647,0,0,1,0
59,59,5,9,"(0.022661954164505005, 0.0014390051364898682)","(0.9283018567308643, 0.13427024553938796)",0.022661954164505005,0.0014390051364898682,0.9283018567308643,0.13427024553938796,0,0,1,0
60,60,6,0,"(0.0020178556442260742, 0.0009760260581970215)","(0.9167983626722634, 0.005657308472120209)",0.0020178556442260742,0.0009760260581970215,0.9167983626722634,0.005657308472120209,0,0,1,0
61,61,6,1,"(0.0011944174766540527, 0.00042724609375)","(0.18842206986613316, 0.009493202570734199)",0.0011944174766540527,0.00042724609375,0.18842206986613316,0.009493202570734199,0,0,0,0
62,62,6,2,"(0.004258066415786743, 0.0005365908145904541)","(0.005611004685562631, 0.007952573338074986)",0.004258066415786743,0.0005365908145904541,0.005611004685562631,0.007952573338074986,0,0,0,0
63,63,6,3,"(0.22747117280960083, 0.10378029942512512)","(0.928171275926483, 0.9472918004945025)",0.22747117280960083,0.10378029942512512,0.928171275926483,0.9472918004945025,0,0,1,1
64,64,6,4,"(0.07186850905418396, 0.0031837522983551025)","(0.8892708430366812, 0.005562336651391811)",0.07186850905418396,0.0031837522983551025,0.8892708430366812,0.005562336651391811,0,0,1,0
65,65,6,5,"(0.0006383359432220459, 0.00039711594581604004)","(0.017872200662232027, 0.0062864666751969505)",0.0006383359432220459,0.00039711594581604004,0.017872200662232027,0.0062864666751969505,0,0,0,0
66,66,6,6,"(0.0011855065822601318, 0.0004475414752960205)","(0.004992084772838156, 0.005089089912216694)",0.0011855065822601318,0.0004475414752960205,0.004992084772838156,0.005089089912216694,0,0,0,0
67,67,6,7,"(0.0010589659214019775, 0.00047788023948669434)","(0.04084077501522037, 0.005247620902597454)",0.0010589659214019775,0.00047788023948669434,0.04084077501522037,0.005247620902597454,0,0,0,0
68,68,6,8,"(0.0034915804862976074, 0.00040224194526672363)","(0.913083247101981, 0.008352152240907131)",0.0034915804862976074,0.00040224194526672363,0.913083247101981,0.008352152240907131,0,0,1,0
69,69,6,9,"(0.001039355993270874, 0.0005476474761962891)","(0.007375506769922131, 0.006292194474862876)",0.001039355993270874,0.0005476474761962891,0.007375506769922131,0.006292194474862876,0,0,0,0
70,70,7,0,"(0.974356085062027, 0.9834535121917725)","(0.9624767538020089, 0.9804132297158836)",0.974356085062027,0.9834535121917725,0.9624767538020089,0.9804132297158836,1,1,1,1
71,71,7,1,"(0.0006056129932403564, 0.0004881620407104492)","(0.005172201965897545, 0.005194207603369873)",0.0006056129932403564,0.0004881620407104492,0.005172201965897545,0.005194207603369873,0,0,0,0
72,72,7,2,"(0.0006849765777587891, 0.0006990134716033936)","(0.007026555085635414, 0.005063336249589853)",0.0006849765777587891,0.0006990134716033936,0.007026555085635414,0.005063336249589853,0,0,0,0
73,73,7,3,"(0.09002870321273804, 0.0029558539390563965)","(0.9369651110979119, 0.14051913983461098)",0.09002870321273804,0.0029558539390563965,0.9369651110979119,0.14051913983461098,0,0,1,0
74,74,7,4,"(0.0015107393264770508, 0.00043335556983947754)","(0.02024450189219856, 0.005643966019763243)",0.0015107393264770508,0.00043335556983947754,0.02024450189219856,0.005643966019763243,0,0,0,0
75,75,7,5,"(0.00704619288444519, 0.0010400712490081787)","(0.05618044212487159, 0.0049136033581526194)",0.00704619288444519,0.0010400712490081787,0.05618044212487159,0.0049136033581526194,0,0,0,0
76,76,7,6,"(0.0006935000419616699, 0.0005155205726623535)","(0.00558575180544631, 0.00859052388273159)",0.0006935000419616699,0.0005155205726623535,0.00558575180544631,0.00859052388273159,0,0,0,0
77,77,7,7,"(0.0013039112091064453, 0.000376284122467041)","(0.00493543445551845, 0.00509198308262797)",0.0013039112091064453,0.000376284122467041,0.00493543445551845,0.00509198308262797,0,0,0,0
78,78,7,8,"(0.0004964768886566162, 0.0005828440189361572)","(0.0064515463449348305, 0.0061950712498421425)",0.0004964768886566162,0.0005828440189361572,0.0064515463449348305,0.0061950712498421425,0,0,0,0
79,79,7,9,"(0.007292330265045166, 0.0026206672191619873)","(0.07606075116230158, 0.01918356465764902)",0.007292330265045166,0.0026206672191619873,0.07606075116230158,0.01918356465764902,0,0,0,0
80,80,8,0,"(0.1708076000213623, 0.06094616651535034)","(0.965619416163867, 0.18827600481285137)",0.1708076000213623,0.06094616651535034,0.965619416163867,0.18827600481285137,0,0,1,0
81,81,8,1,"(0.9608515501022339, 0.8568207025527954)","(0.9077294430051677, 0.920634319856496)",0.9608515501022339,0.8568207025527954,0.9077294430051677,0.920634319856496,1,1,1,1
82,82,8,2,"(0.9400296807289124, 0.001149505376815796)","(0.9491773588001171, 0.019529763888777796)",0.9400296807289124,0.001149505376815796,0.9491773588001171,0.019529763888777796,1,0,1,0
83,83,8,3,"(0.000505596399307251, 0.0005467534065246582)","(0.0049718793883794295, 0.005262808991255437)",0.000505596399307251,0.0005467534065246582,0.0049718793883794295,0.005262808991255437,0,0,0,0
84,84,8,4,"(0.001454174518585205, 0.0004482567310333252)","(0.09788278855553413, 0.009286236387464477)",0.001454174518585205,0.0004482567310333252,0.09788278855553413,0.009286236387464477,0,0,0,0
85,85,8,5,"(0.002083003520965576, 0.0010160505771636963)","(0.018926313499253042, 0.01622935186347386)",0.002083003520965576,0.0010160505771636963,0.018926313499253042,0.01622935186347386,0,0,0,0
86,86,8,6,"(0.012252628803253174, 0.001511216163635254)","(0.038253102643094596, 0.009593663401945753)",0.012252628803253174,0.001511216163635254,0.038253102643094596,0.009593663401945753,0,0,0,0
87,87,8,7,"(0.0007027685642242432, 0.0009413957595825195)","(0.006068990859202223, 0.0063489191140458255)",0.0007027685642242432,0.0009413957595825195,0.006068990859202223,0.0063489191140458255,0,0,0,0
88,88,8,8,"(0.9679560363292694, 0.0004628896713256836)","(0.6280948036659656, 0.00535900655051521)",0.9679560363292694,0.0004628896713256836,0.6280948036659656,0.00535900655051521,1,0,1,0
89,89,8,9,"(0.0008959770202636719, 0.0009248852729797363)","(0.005224597059412846, 0.0048999923419584075)",0.0008959770202636719,0.0009248852729797363,0.005224597059412846,0.0048999923419584075,0,0,0,0
90,90,9,0,"(0.0014749765396118164, 0.0015600323677062988)","(0.007971438986464381, 0.14658678124935062)",0.0014749765396118164,0.0015600323677062988,0.007971438986464381,0.14658678124935062,0,0,0,0
91,91,9,1,"(0.19486653804779053, 0.0008160769939422607)","(0.9156302319413444, 0.005995107796951425)",0.19486653804779053,0.0008160769939422607,0.9156302319413444,0.005995107796951425,0,0,1,0
92,92,9,2,"(0.0006712675094604492, 0.0003718435764312744)","(0.0053015327596396674, 0.00506721000829643)",0.0006712675094604492,0.0003718435764312744,0.0053015327596396674,0.00506721000829643,0,0,0,0
93,93,9,3,"(0.000981062650680542, 0.0009887218475341797)","(0.005431238010659012, 0.008852060423315164)",0.000981062650680542,0.0009887218475341797,0.005431238010659012,0.008852060423315164,0,0,0,0
94,94,9,4,"(0.9738088250160217, 0.9447546303272247)","(0.9456268479521026, 0.9683541160570527)",0.9738088250160217,0.9447546303272247,0.9456268479521026,0.9683541160570527,1,1,1,1
95,95,9,5,"(0.7893836200237274, 0.0012480318546295166)","(0.9594094782839481, 0.021020913631061375)",0.7893836200237274,0.0012480318546295166,0.9594094782839481,0.021020913631061375,1,0,1,0
96,96,9,6,"(0.0004584193229675293, 0.0006146132946014404)","(0.007178295503426465, 0.004957625511238305)",0.0004584193229675293,0.0006146132946014404,0.007178295503426465,0.004957625511238305,0,0,0,0
97,97,9,7,"(0.9628231823444366, 0.0003777146339416504)","(0.9298200922060673, 0.005745139860642757)",0.9628231823444366,0.0003777146339416504,0.9298200922060673,0.005745139860642757,1,0,1,0
98,98,9,8,"(0.0007446706295013428, 0.0003896355628967285)","(0.006075811632299644, 0.005251470501026379)",0.0007446706295013428,0.0003896355628967285,0.006075811632299644,0.005251470501026379,0,0,0,0
99,99,9,9,"(0.0007250607013702393, 0.0008440017700195312)","(0.017404247604914193, 0.004954493285430141)",0.0007250607013702393,0.0008440017700195312,0.017404247604914193,0.004954493285430141,0,0,0,0
100,100,10,0,"(0.005080163478851318, 0.9429832100868225)","(0.012134422678304658, 0.9173635688877214)",0.005080163478851318,0.9429832100868225,0.012134422678304658,0.9173635688877214,0,1,0,1
101,101,10,1,"(0.0691131055355072, 0.022458642721176147)","(0.6942712075238597, 0.061569004296535286)",0.0691131055355072,0.022458642721176147,0.6942712075238597,0.061569004296535286,0,0,1,0
102,102,10,2,"(0.0024276673793792725, 0.0004986822605133057)","(0.01948025521980739, 0.005122044817589825)",0.0024276673793792725,0.0004986822605133057,0.01948025521980739,0.005122044817589825,0,0,0,0
103,103,10,3,"(0.0005130767822265625, 0.0008183419704437256)","(0.005249958713253061, 0.005056873736116181)",0.0005130767822265625,0.0008183419704437256,0.005249958713253061,0.005056873736116181,0,0,0,0
104,104,10,4,"(0.017147451639175415, 0.00042814016342163086)","(0.016284960532309097, 0.0069520004114723985)",0.017147451639175415,0.00042814016342163086,0.016284960532309097,0.0069520004114723985,0,0,0,0
105,105,10,5,"(0.0011629164218902588, 0.0004844069480895996)","(0.012762023061541804, 0.008943337625147721)",0.0011629164218902588,0.0004844069480895996,0.012762023061541804,0.008943337625147721,0,0,0,0
106,106,10,6,"(0.00205838680267334, 0.001066446304321289)","(0.028737281321084936, 0.004952074918663362)",0.00205838680267334,0.001066446304321289,0.028737281321084936,0.004952074918663362,0,0,0,0
107,107,10,7,"(0.002831190824508667, 0.000701218843460083)","(0.05413875293169952, 0.005150486977297912)",0.002831190824508667,0.000701218843460083,0.05413875293169952,0.005150486977297912,0,0,0,0
108,108,10,8,"(0.0008018910884857178, 0.0005488395690917969)","(0.0073609322904088425, 0.005079116444364026)",0.0008018910884857178,0.0005488395690917969,0.0073609322904088425,0.005079116444364026,0,0,0,0
109,109,10,9,"(0.013013005256652832, 0.0008995532989501953)","(0.04172814311786826, 0.02096866987501869)",0.013013005256652832,0.0008995532989501953,0.04172814311786826,0.02096866987501869,0,0,0,0
110,110,11,0,"(0.9731642603874207, 0.008482515811920166)","(0.9235204425195602, 0.0852636166813465)",0.9731642603874207,0.008482515811920166,0.9235204425195602,0.0852636166813465,1,0,1,0
111,111,11,1,"(0.0007229149341583252, 0.002245306968688965)","(0.007273722270223936, 0.02372804072789503)",0.0007229149341583252,0.002245306968688965,0.007273722270223936,0.02372804072789503,0,0,0,0
112,112,11,2,"(0.0007040202617645264, 0.00041362643241882324)","(0.00502172171975113, 0.005496784411426998)",0.0007040202617645264,0.00041362643241882324,0.00502172171975113,0.005496784411426998,0,0,0,0
113,113,11,3,"(0.0005604326725006104, 0.0007223784923553467)","(0.005170040844760414, 0.005063302619432749)",0.0005604326725006104,0.0007223784923553467,0.005170040844760414,0.005063302619432749,0,0,0,0
114,114,11,4,"(0.00811314582824707, 0.0004850625991821289)","(0.1442125453711543, 0.00533456038991268)",0.00811314582824707,0.0004850625991821289,0.1442125453711543,0.00533456038991268,0,0,0,0
115,115,11,5,"(0.031111687421798706, 0.00418621301651001)","(0.08198475763377829, 0.028261966775003092)",0.031111687421798706,0.00418621301651001,0.08198475763377829,0.028261966775003092,0,0,0,0
116,116,11,6,"(0.0020561516284942627, 0.0004311800003051758)","(0.026086664395179458, 0.007385134132840965)",0.0020561516284942627,0.0004311800003051758,0.026086664395179458,0.007385134132840965,0,0,0,0
117,117,11,7,"(0.0035170912742614746, 0.9725370407104492)","(0.9759214444098322, 0.9363219896446981)",0.0035170912742614746,0.9725370407104492,0.9759214444098322,0.9363219896446981,0,1,1,1
118,118,11,8,"(0.0010271966457366943, 0.0007548332214355469)","(0.015003546351092741, 0.005582224956040592)",0.0010271966457366943,0.0007548332214355469,0.015003546351092741,0.005582224956040592,0,0,0,0
119,119,11,9,"(0.0015604496002197266, 0.002492278814315796)","(0.010108477994731547, 0.05638438810454143)",0.0015604496002197266,0.002492278814315796,0.010108477994731547,0.05638438810454143,0,0,0,0
120,120,12,0,"(0.9693467915058136, 0.0014114975929260254)","(0.8420828792784463, 0.007346560264675279)",0.9693467915058136,0.0014114975929260254,0.8420828792784463,0.007346560264675279,1,0,1,0
121,121,12,1,"(0.015080451965332031, 0.0004246234893798828)","(0.09642859045077383, 0.0075536263680854405)",0.015080451965332031,0.0004246234893798828,0.09642859045077383,0.0075536263680854405,0,0,0,0
122,122,12,2,"(0.07339602708816528, 0.0005689263343811035)","(0.08487220626742689, 0.0054208907342968215)",0.07339602708816528,0.0005689263343811035,0.08487220626742689,0.0054208907342968215,0,0,0,0
123,123,12,3,"(0.041187673807144165, 0.004144549369812012)","(0.1628976507194551, 0.11730710277950832)",0.041187673807144165,0.004144549369812012,0.1628976507194551,0.11730710277950832,0,0,0,0
124,124,12,4,"(0.0029622316360473633, 0.0019881129264831543)","(0.10846205665471607, 0.009164719698986048)",0.0029622316360473633,0.0019881129264831543,0.10846205665471607,0.009164719698986048,0,0,0,0
125,125,12,5,"(0.0006162524223327637, 0.0004957616329193115)","(0.012418158349537951, 0.004818808699128612)",0.0006162524223327637,0.0004957616329193115,0.012418158349537951,0.004818808699128612,0,0,0,0
126,126,12,6,"(0.0004214644432067871, 0.0005130767822265625)","(0.005217437276781655, 0.00508077452543815)",0.0004214644432067871,0.0005130767822265625,0.005217437276781655,0.00508077452543815,0,0,0,0
127,127,12,7,"(0.0005497336387634277, 0.0009146928787231445)","(0.006176875720212332, 0.0067768820913342125)",0.0005497336387634277,0.0009146928787231445,0.006176875720212332,0.0067768820913342125,0,0,0,0
128,128,12,8,"(0.0011619031429290771, 0.0008384883403778076)","(0.004858367208857685, 0.005041389512737407)",0.0011619031429290771,0.0008384883403778076,0.004858367208857685,0.005041389512737407,0,0,0,0
129,129,12,9,"(0.0004501938819885254, 0.0009562075138092041)","(0.005352178846550189, 0.005204166422484887)",0.0004501938819885254,0.0009562075138092041,0.005352178846550189,0.005204166422484887,0,0,0,0
130,130,13,0,"(0.9712267518043518, 0.15111610293388367)","(0.9504753458974027, 0.3569607317024813)",0.9712267518043518,0.15111610293388367,0.9504753458974027,0.3569607317024813,1,0,1,0
131,131,13,1,"(0.9755359888076782, 0.890599399805069)","(0.9092875827970137, 0.8742958244938915)",0.9755359888076782,0.890599399805069,0.9092875827970137,0.8742958244938915,1,1,1,1
132,132,13,2,"(0.9762156307697296, 0.0008438229560852051)","(0.9730064335733073, 0.006639477078855487)",0.9762156307697296,0.0008438229560852051,0.9730064335733073,0.006639477078855487,1,0,1,0
133,133,13,3,"(0.0005048215389251709, 0.0003789663314819336)","(0.005463335664548578, 0.005265156029780835)",0.0005048215389251709,0.0003789663314819336,0.005463335664548578,0.005265156029780835,0,0,0,0
134,134,13,4,"(0.0011900365352630615, 0.0005083978176116943)","(0.006431636390124322, 0.005357834963802823)",0.0011900365352630615,0.0005083978176116943,0.006431636390124322,0.005357834963802823,0,0,0,0
135,135,13,5,"(0.003031015396118164, 0.00042045116424560547)","(0.05049758063168346, 0.00611895513832736)",0.003031015396118164,0.00042045116424560547,0.05049758063168346,0.00611895513832736,0,0,0,0
136,136,13,6,"(0.0017715394496917725, 0.0011458992958068848)","(0.02204168764777167, 0.017141912172565894)",0.0017715394496917725,0.0011458992958068848,0.02204168764777167,0.017141912172565894,0,0,0,0
137,137,13,7,"(0.012076407670974731, 0.00039124488830566406)","(0.025977601120212995, 0.005860130178066956)",0.012076407670974731,0.00039124488830566406,0.025977601120212995,0.005860130178066956,0,0,0,0
138,138,13,8,"(0.0013539493083953857, 0.0006376802921295166)","(0.16477074189135607, 0.00702330869809169)",0.0013539493083953857,0.0006376802921295166,0.16477074189135607,0.00702330869809169,0,0,0,0
139,139,13,9,"(0.0017757415771484375, 0.003088533878326416)","(0.0112148685483276, 0.015420576974069856)",0.0017757415771484375,0.003088533878326416,0.0112148685483276,0.015420576974069856,0,0,0,0
