,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.0007376372814178467, 0.0005643665790557861)","(0.006232381210752789, 0.0050866737510654484)"
1,0,1,"(0.0005798637866973877, 0.0005272924900054932)","(0.005554758759074664, 0.005063072018627741)"
2,0,2,"(0.11376473307609558, 0.0004177093505859375)","(0.12052271853828987, 0.006030431869260087)"
3,0,3,"(0.0007719993591308594, 0.0004906058311462402)","(0.0054039416884355766, 0.0051211725676852315)"
4,0,4,"(0.831693172454834, 0.0004811286926269531)","(0.9176495715689691, 0.005610241167096312)"
5,0,5,"(0.0035703182220458984, 0.0004601478576660156)","(0.047359761797935274, 0.006839086133599987)"
6,0,6,"(0.0010507702827453613, 0.0005438327789306641)","(0.005547383157952071, 0.005141415652245485)"
7,0,7,"(0.0009208619594573975, 0.00045686960220336914)","(0.005317307296277479, 0.005103075824671968)"
8,0,8,"(0.0008986592292785645, 0.00048655271530151367)","(0.005235763588542097, 0.005112834134623702)"
9,0,9,"(0.002668619155883789, 0.0004995763301849365)","(0.014218682504298436, 0.005178280486104106)"
10,1,0,"(0.834058940410614, 0.0004622340202331543)","(0.11324703618343378, 0.007312342239697626)"
11,1,1,"(0.0025032460689544678, 0.0005202889442443848)","(0.03818516496149115, 0.007502176060954154)"
12,1,2,"(0.0006887912750244141, 0.03721189498901367)","(0.0054044645401557, 0.01024182774069351)"
13,1,3,"(0.0016624927520751953, 0.0004894733428955078)","(0.007050993931103848, 0.005262586825589459)"
14,1,4,"(0.001275777816772461, 0.00041544437408447266)","(0.015203320791783024, 0.005833331255590195)"
15,1,5,"(0.0010241568088531494, 0.0004481971263885498)","(0.25724618495970886, 0.006026474562687086)"
16,1,6,"(0.9766281545162201, 0.0005011260509490967)","(0.9765750657198108, 0.005720536934145483)"
17,1,7,"(0.9386117160320282, 0.00044777989387512207)","(0.9554539202808862, 0.004978134622861397)"
18,1,8,"(0.034612953662872314, 0.0005742311477661133)","(0.05166845183007231, 0.0059224416503196806)"
19,1,9,"(0.032479554414749146, 0.0005145668983459473)","(0.020843746292452992, 0.006510065132738202)"
20,2,0,"(0.01222279667854309, 0.0006458759307861328)","(0.00791390402050829, 0.005472416454100882)"
21,2,1,"(0.0007864236831665039, 0.0005501508712768555)","(0.0055368709771432875, 0.00506878967494546)"
22,2,2,"(0.0018683969974517822, 0.0005776882171630859)","(0.032500136245714885, 0.006126084296353573)"
23,2,3,"(0.007385671138763428, 0.00046324729919433594)","(0.022818254932848538, 0.005370486820070329)"
24,2,4,"(0.0009699761867523193, 0.0024727582931518555)","(0.005177860456880005, 0.0061800027248680575)"
25,2,5,"(0.01169779896736145, 0.00048357248306274414)","(0.0071750100866176825, 0.007872169353051567)"
26,2,6,"(0.006311327219009399, 0.00048607587814331055)","(0.9647955773576146, 0.005935147049473145)"
