,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.0006198287010192871, 0.0004760921001434326)","(0.006866671265637645, 0.006332599557268438)"
1,0,1,"(0.008430272340774536, 0.0004330575466156006)","(0.014044432837230975, 0.0050998328192612685)"
2,0,2,"(0.0007565617561340332, 0.0005087554454803467)","(0.006545302076942291, 0.005808223450022492)"
3,0,3,"(0.005231618881225586, 0.0004888772964477539)","(0.00795853067874532, 0.006072362880522979)"
4,0,4,"(0.03997573256492615, 0.0005534589290618896)","(0.20298873323432332, 0.0075564723155917245)"
5,0,5,"(0.966778963804245, 0.0004493594169616699)","(0.1086974838705797, 0.005651900736317854)"
6,0,6,"(0.029694080352783203, 0.0005124211311340332)","(0.9233632989862736, 0.08184710568373749)"
7,0,7,"(0.1623946726322174, 0.0004839301109313965)","(0.8893723153445364, 0.0059926929612892175)"
8,0,8,"(0.0005009472370147705, 0.000422060489654541)","(0.008250268024764333, 0.005493201410797687)"
9,0,9,"(0.0007752180099487305, 0.000467449426651001)","(0.005267716487165462, 0.005101330639259448)"
10,1,0,"(0.9814039468765259, 0.0010963380336761475)","(0.966792356290468, 0.021165904697060013)"
11,1,1,"(0.9798963963985443, 0.00048679113388061523)","(0.9478116623356118, 0.006628055031800589)"
12,1,2,"(0.005422383546829224, 0.00044277310371398926)","(0.005823660601604332, 0.0051919930034699325)"
13,1,3,"(0.98067706823349, 0.0004925131797790527)","(0.9675676713674664, 0.005844319865826693)"
14,1,4,"(0.02084493637084961, 0.0005274713039398193)","(0.32911032660833744, 0.005594759017645385)"
15,1,5,"(0.9782630801200867, 0.00048828125)","(0.9760993199424607, 0.005354075409085225)"
16,1,6,"(0.009575843811035156, 0.0004787147045135498)","(0.09618618776333354, 0.00947158845428772)"
17,1,7,"(0.0009897351264953613, 0.00044783949851989746)","(0.015438498271704567, 0.0061263688213659614)"
18,1,8,"(0.002523452043533325, 0.0004424154758453369)","(0.008548399372197932, 0.005174138170886279)"
19,1,9,"(0.02772676944732666, 0.00046762824058532715)","(0.6691565033437186, 0.005146283774983739)"
20,2,0,"(0.9777215421199799, 0.0005116462707519531)","(0.9782487090524614, 0.00738660588370139)"
21,2,1,"(0.0012368857860565186, 0.00044783949851989746)","(0.023696221632754106, 0.005382254466133267)"
22,2,2,"(0.0008609294891357422, 0.0025337040424346924)","(0.0077234584283946885, 0.008427333903986247)"
23,2,3,"(0.001500546932220459, 0.002410411834716797)","(0.014962799333176584, 0.0072451105858352535)"
24,2,4,"(0.9552516043186188, 0.0004652440547943115)","(0.566388859229391, 0.007252278763646042)"
25,2,5,"(0.00277632474899292, 0.00044032931327819824)","(0.013553278653437785, 0.005728939912542019)"
26,2,6,"(0.0024335086345672607, 0.00048732757568359375)","(0.9455931634747059, 0.005926412516442648)"
27,2,7,"(0.0037297308444976807, 0.00046128034591674805)","(0.04643737600376353, 0.005309318506930436)"
28,2,8,"(0.0012443065643310547, 0.0005449056625366211)","(0.009216077312756045, 0.005373740439828266)"
29,2,9,"(0.0036325454711914062, 0.0005204677581787109)","(0.10930644474909065, 0.005427514745695087)"
30,3,0,"(0.1280953586101532, 0.009929001331329346)","(0.8796678764308846, 0.01592217854796237)"
31,3,1,"(0.0017420649528503418, 0.001599133014678955)","(0.004983591321990906, 0.008837747165799482)"
32,3,2,"(0.018710404634475708, 0.0004743039608001709)","(0.025807871647267056, 0.005292324839259336)"
33,3,3,"(0.0008657574653625488, 0.0004304647445678711)","(0.00715873416687022, 0.005188701169858484)"
34,3,4,"(0.0007999837398529053, 0.0005158185958862305)","(0.006036663070017255, 0.005627278582156159)"
35,3,5,"(0.0005661249160766602, 0.00047960877418518066)","(0.005435118468455821, 0.005518595579643981)"
36,3,6,"(0.0005361735820770264, 0.00046437978744506836)","(0.005769910900170031, 0.0054161392683092615)"
37,3,7,"(0.010132640600204468, 0.0005101859569549561)","(0.1760902663755753, 0.01535931875697456)"
38,3,8,"(0.08495095372200012, 0.0005533993244171143)","(0.0054507661197445096, 0.006993442845808159)"
39,3,9,"(0.02324250340461731, 0.0004449784755706787)","(0.01939153737923683, 0.005677986667915203)"
40,4,0,"(0.0010294020175933838, 0.0004400908946990967)","(0.011306587517786184, 0.005234648599446165)"
41,4,1,"(0.9378052949905396, 0.005933851003646851)","(0.966376850555148, 0.00845244602158885)"
42,4,2,"(0.00047972798347473145, 0.00046449899673461914)","(0.009247234831633323, 0.005344530834696966)"
43,4,3,"(0.0009854137897491455, 0.005107849836349487)","(0.006020798838706258, 0.008812720815514426)"
44,4,4,"(0.0012732446193695068, 0.0008198320865631104)","(0.04870518591304113, 0.005220712575398953)"
45,4,5,"(0.0352170467376709, 0.0004984438419342041)","(0.339329047744077, 0.006772438284666943)"
46,4,6,"(0.0023817718029022217, 0.00044929981231689453)","(0.03346477768061496, 0.005889535678067979)"
47,4,7,"(0.7703317701816559, 0.0005165934562683105)","(0.0714269640021225, 0.011608807570274845)"
48,4,8,"(0.0006338655948638916, 0.0004891157150268555)","(0.005901009944929211, 0.005186316688412423)"
49,4,9,"(0.0005789697170257568, 0.0038748979568481445)","(0.0052571753567117775, 0.00985783981075108)"
50,5,0,"(0.007430166006088257, 0.0005885064601898193)","(0.005429252468303405, 0.005124920157951159)"
51,5,1,"(0.973773330450058, 0.09117406606674194)","(0.9694273569023472, 0.7251391533534913)"
52,5,2,"(0.0008657574653625488, 0.0004735291004180908)","(0.005696557304337924, 0.005361843811258942)"
53,5,3,"(0.0008959770202636719, 0.0004394352436065674)","(0.005056943310829786, 0.005670830164568655)"
54,5,4,"(0.0008447170257568359, 0.02478960156440735)","(0.005199682852180611, 0.006213258213150962)"
55,5,5,"(0.0008609294891357422, 0.00046506524085998535)","(0.005281291320609756, 0.0064043552915707)"
56,5,6,"(0.9371642172336578, 0.000476151704788208)","(0.9592091248741568, 0.008286102936763184)"
57,5,7,"(0.002680450677871704, 0.025692284107208252)","(0.9768887037941343, 0.012419363075865669)"
58,5,8,"(0.004053890705108643, 0.0007248222827911377)","(0.09745276702161705, 0.005966193496160663)"
59,5,9,"(0.004173547029495239, 0.0005075037479400635)","(0.8862037139685491, 0.006186079698514383)"
60,6,0,"(0.07472598552703857, 0.0004690587520599365)","(0.18029874453638345, 0.005440417964081527)"
61,6,1,"(0.0018776953220367432, 0.00044211745262145996)","(0.00865561462940301, 0.005363906593082495)"
62,6,2,"(0.005261152982711792, 0.000766068696975708)","(0.031170869808868882, 0.024761890818962694)"
63,6,3,"(0.0009428262710571289, 0.0004912018775939941)","(0.024825088847787866, 0.005220729910459639)"
64,6,4,"(0.9803748428821564, 0.000532299280166626)","(0.9790159020311847, 0.005431013924990026)"
65,6,5,"(0.0009343922138214111, 0.0005242824554443359)","(0.0052495951517902775, 0.005132861802439856)"
66,6,6,"(0.002161353826522827, 0.0004654228687286377)","(0.00568262973832178, 0.005756195258766387)"
67,6,7,"(0.005804091691970825, 0.00048220157623291016)","(0.005714689777507401, 0.006765962252920979)"
68,6,8,"(0.008874237537384033, 0.00045013427734375)","(0.1289494134702898, 0.00543489422355919)"
69,6,9,"(0.9803565144538879, 0.0004653632640838623)","(0.974634147206184, 0.005183557071714408)"
70,7,0,"(0.001416236162185669, 0.0004754364490509033)","(0.006620778374518233, 0.005182037692851394)"
71,7,1,"(0.0010550320148468018, 0.0005394220352172852)","(0.006319761377820625, 0.006334553180013125)"
72,7,2,"(0.9463376402854919, 0.0004437267780303955)","(0.8568579369755254, 0.013400853471015958)"
73,7,3,"(0.9821039736270905, 0.00048232078552246094)","(0.9781877330824116, 0.005991244523997859)"
74,7,4,"(0.9691555798053741, 0.000696033239364624)","(0.9668988627748031, 0.010588482330188286)"
75,7,5,"(0.9183609485626221, 0.0005198121070861816)","(0.966592318362722, 0.006907451563323711)"
76,7,6,"(0.0005761384963989258, 0.010795652866363525)","(0.005089840820114399, 0.0082773225399585)"
